"plant_id","datetime","treatment","genotype","group","date","dap","solidity","sv_area","tv_area","extent_x","extent_y","height_above_bound","fw_biomass","dw_biomass","height_width_ratio","tiller_count","wue"
"Dr3AD000466",1386763808,33,"R98","R98-33","2013-12-11 06:10:08",15,0.228818776106,33305.5389884951,20308.4550067632,8.34173459695719,16.0173415672971,15.9567845103319,0.98013587280944,0.0982123320831425,1.91288566243194,1.28788911373007,105.064791761814
"Dr1AA000206",1386763954,100,"R20","R20-100","2013-12-11 06:12:34",15,0.221713639954,17595.5903726737,12456.9444047534,6.79752964434442,8.432570182405,8.4022916539224,0.390264722797072,0.0287022611368117,1.23608017817372,2.63994083052082,58.0712553553589
"Dr4AD000577",1386764173,33,"R102","R102-33","2013-12-11 06:16:13",15,0.235360760014,17513.7874942436,12347.3505940067,6.34335171710538,6.20709833893366,6.19195907469236,0.387193219563426,0.0283403169941322,0.976133651551313,3.20837135327013,57.4222540794873
"Dr8AA000919",1386764392,100,"R187","R187-100","2013-12-11 06:19:52",15,0.259422337255,22173.7045968344,17515.7159587773,7.00947934372265,9.3560653011244,9.32578677264179,0.562162007016957,0.048958536462966,1.3304535637149,2.47112138319831,79.7615273267425
"Dr7AD000873",1386764611,33,"R161","R161-33","2013-12-11 06:23:31",15,0.279426284146,15479.5340116121,14057.145291728,6.25251613165757,7.31226462854868,7.29712536430738,0.310811846806545,0.0193395807499582,1.16707021791768,2.77355682909264,51.0875709954196
"Dp2AA01096",1386764757,100,"B100","B100-100","2013-12-11 06:25:57",15,0.178327771067,14532.4426812957,12972.6259405903,6.19195907469236,7.59991064913341,7.56963212065081,0.275250823289393,0.0151490905597708,1.22249388753056,2.64439816260923,47.0305588391448
"Dr2AA000317",1386764833,100,"R70","R70-100","2013-12-11 06:27:13",15,0.188064695505,31458.9955911708,21027.0491550724,9.56801500050262,9.4014830938483,9.386343829607,0.910802566637422,0.0900421358786669,0.981012658227848,3.31281238058196,113.161854644499
"Dr1AD000177",1386765051,33,"R20","R20-33","2013-12-11 06:30:51",15,0.174666114008,46327.3804878293,28188.971874851,10.6731812901176,15.8962274533667,15.8810881891254,1.46907500356862,0.155828632976643,1.48794326241135,2.32572353130254,152.392698973123
"Dr6AA000701",1386765263,100,"R133","R133-100","2013-12-11 06:34:23",15,0.146448138716,25514.9061557302,9612.36157803104,6.66127626617271,12.9289316620716,12.898653133589,0.687616166935984,0.06374198121408,1.93636363636364,1.17217385509363,83.9306123543756
"Dp1AD000066",1386765482,33,"A10","A10-33","2013-12-11 06:38:02",15,0.158397398414,30150.718929874,18164.616318456,8.82619105267884,10.5823457046698,10.5520671761872,0.861679894271945,0.0842535489285744,1.19554030874786,2.83234265160452,110.848231359831
"Dp2AA000111",1386765628,100,"B100","B100-100","2013-12-11 06:40:28",15,0.270146556856,9884.29304613571,10412.7245216638,5.11707131355995,5.94973084683153,5.93459158259023,0.100723876208219,-0.00541706269828312,1.15976331360947,2.74336323784974,34.9268305517163
"Dr3AD000472",1386765773,33,"R98","R98-33","2013-12-11 06:42:53",15,0.165108933097,31377.3825106025,22751.6751110145,8.82619105267884,15.3209354121972,15.2906568837146,0.907738189861394,0.0896810315135806,1.73241852487136,1.66707159478602,99.6107381288967
"Dr2AA000318",1386765919,100,"R70","R70-100","2013-12-11 06:45:19",15,0.247475215083,30345.6413339291,20134.6799104415,7.78158182002903,10.0524714562243,10.0221929277417,0.868998766246316,0.0851160005168153,1.28793774319066,2.63166435998516,93.3712041043974
"Dr5AD000663",1386766137,33,"R128","R128-33","2013-12-11 06:48:57",15,0.279022955505,31692.4469611687,16672.5654914279,7.40310021399649,9.29550824415919,9.26522971567659,0.919568109508383,0.0910750623183323,1.25153374233129,2.72248269269369,96.0377180641474
"Dr8AA000916",1386766356,100,"R187","R187-100","2013-12-11 06:52:36",15,0.198705682919,30275.416125068,20136.7799116055,10.037332191983,8.12978489757897,8.08436710485506,0.866361976927409,0.0848052828073225,0.805429864253394,3.68744822818473,106.603577905169
"Dr4AD000579",1386766575,33,"R102","R102-33","2013-12-11 06:56:15",15,0.243535717724,23138.8267240206,12203.2380141266,6.19195907469236,8.4477094466463,8.4174309181637,0.598400044007883,0.0532288055245097,1.35941320293399,2.41568693036604,75.6170807974528
"Dp2AA01082",1386766720,100,"B100","B100-100","2013-12-11 06:58:40",15,0.182014150464,28545.2188170191,16992.2906686482,7.32740389278998,10.0524714562243,10.0221929277417,0.801397189275634,0.0771498702674932,1.36776859504132,2.4420260318502,116.511097212323
"Dr1AA000211",1386766793,100,"R20","R20-100","2013-12-11 06:59:53",15,0.135820363338,51218.8509818001,26556.0897197615,10.7034598186002,17.0922293284295,17.0619507999469,1.65273806931692,0.17747138110921,1.59405940594059,2.13378231153569,175.407023910274
"Dr2AD000378",1386767011,33,"R70","R70-33","2013-12-11 07:03:31",15,0.233972063339,34460.2691796063,25704.014247465,8.4779879751289,11.1727770100806,11.1576377458393,1.02349324096142,0.103321538960317,1.31607142857143,2.60403849051743,119.239685742582
