 ,Label,Circ.,AR,Round,Solidity
972,grape_271.jpg,0.270,1.224,0.817,0.777
973,grape_272.jpg,0.302,1.050,0.953,0.814
974,grape_273.jpg,0.280,1.169,0.856,0.792
975,grape_274.jpg,0.281,1.124,0.890,0.792
976,grape_275.jpg,0.246,1.207,0.828,0.781
977,grape_276.jpg,0.244,1.073,0.932,0.778
978,grape_277.jpg,0.299,1.229,0.813,0.788
979,grape_278.jpg,0.273,1.107,0.903,0.804
980,grape_279.jpg,0.305,1.195,0.837,0.821
981,grape_28.jpg,0.257,1.172,0.853,0.793
982,grape_280.jpg,0.266,1.192,0.839,0.788
983,grape_281.jpg,0.261,1.228,0.814,0.770
984,grape_282.jpg,0.241,1.120,0.893,0.772
985,grape_283.jpg,0.283,1.204,0.830,0.770
986,grape_284.jpg,0.280,1.276,0.784,0.775
987,grape_285.jpg,0.293,1.158,0.863,0.770
988,grape_286.jpg,0.315,1.202,0.832,0.806
989,grape_287.jpg,0.273,1.270,0.787,0.793
990,grape_288.jpg,0.262,1.139,0.878,0.783
991,grape_289.jpg,0.240,1.130,0.885,0.790
992,grape_29.jpg,0.245,1.065,0.939,0.788
993,grape_290.jpg,0.276,1.102,0.907,0.783
994,grape_291.jpg,0.251,1.156,0.865,0.768
995,grape_292.jpg,0.266,1.090,0.917,0.793
996,grape_293.jpg,0.237,1.192,0.839,0.766
997,grape_294.jpg,0.250,1.111,0.900,0.779
998,grape_295.jpg,0.266,1.184,0.845,0.778
999,grape_296.jpg,0.289,1.068,0.936,0.814
1000,grape_297.jpg,0.276,1.172,0.853,0.807
1001,grape_298.jpg,0.323,1.158,0.863,0.816
1002,grape_299.jpg,0.252,1.184,0.845,0.764
1003,grape_3.jpg,0.280,1.144,0.874,0.768
1004,grape_30.jpg,0.265,1.149,0.870,0.815
1005,grape_300.jpg,0.279,1.064,0.940,0.816
1006,grape_301.jpg,0.266,1.155,0.866,0.800
1007,grape_302.jpg,0.284,1.134,0.882,0.809
1008,grape_303.jpg,0.272,1.235,0.810,0.787
1009,grape_304.jpg,0.262,1.060,0.943,0.838
1010,grape_305.jpg,0.286,1.227,0.815,0.830
1011,grape_306.jpg,0.301,1.336,0.749,0.816
1012,grape_307.jpg,0.241,1.082,0.924,0.776
1013,grape_308.jpg,0.261,1.145,0.873,0.787
1014,grape_309.jpg,0.254,1.035,0.966,0.804
1015,grape_31.jpg,0.287,1.218,0.821,0.808
1016,grape_310.jpg,0.279,1.161,0.862,0.808
1017,grape_311.jpg,0.235,1.110,0.901,0.770
1018,grape_312.jpg,0.237,1.075,0.930,0.765
1019,grape_313.jpg,0.240,1.179,0.848,0.758
1020,grape_314.jpg,0.246,1.127,0.887,0.770
1021,grape_315.jpg,0.215,1.161,0.861,0.778
1022,grape_316.jpg,0.241,1.116,0.896,0.754
1023,grape_317.jpg,0.241,1.056,0.947,0.768
1024,grape_318.jpg,0.270,1.307,0.765,0.750
1025,grape_319.jpg,0.241,1.126,0.888,0.767
1026,grape_32.jpg,0.250,1.170,0.854,0.782
1027,grape_320.jpg,0.282,1.156,0.865,0.787
1028,grape_321.jpg,0.262,1.236,0.809,0.799
1029,grape_322.jpg,0.296,1.306,0.766,0.812
1030,grape_323.jpg,0.272,1.291,0.775,0.778
1031,grape_324.jpg,0.261,1.239,0.807,0.768
1032,grape_325.jpg,0.249,1.225,0.817,0.778
1033,grape_326.jpg,0.257,1.110,0.901,0.774
1034,grape_327.jpg,0.267,1.126,0.888,0.790
1035,grape_328.jpg,0.243,1.064,0.939,0.774
1036,grape_329.jpg,0.258,1.170,0.855,0.787
1037,grape_33.jpg,0.243,1.248,0.801,0.766
1038,grape_330.jpg,0.260,1.195,0.837,0.796
1039,grape_331.jpg,0.271,1.153,0.868,0.785
1040,grape_332.jpg,0.274,1.183,0.845,0.781
1041,grape_333.jpg,0.279,1.201,0.833,0.782
1042,grape_334.jpg,0.231,1.130,0.885,0.778
1043,grape_335.jpg,0.274,1.238,0.808,0.750
1044,grape_336.jpg,0.267,1.059,0.944,0.785
1045,grape_337.jpg,0.279,1.298,0.770,0.800
1046,grape_338.jpg,0.276,1.161,0.861,0.781
1047,grape_339.jpg,0.268,1.199,0.834,0.752
1048,grape_34.jpg,0.226,1.130,0.885,0.787
1049,grape_340.jpg,0.286,1.130,0.885,0.792
1050,grape_341.jpg,0.296,1.109,0.902,0.789
1051,grape_342.jpg,0.297,1.161,0.861,0.811
1052,grape_343.jpg,0.269,1.185,0.844,0.804
1053,grape_344.jpg,0.254,1.175,0.851,0.769
1054,grape_345.jpg,0.274,1.183,0.845,0.799
1055,grape_346.jpg,0.273,1.234,0.811,0.791
1056,grape_347.jpg,0.254,1.224,0.817,0.768
1057,grape_348.jpg,0.241,1.152,0.868,0.778
1058,grape_349.jpg,0.229,1.165,0.859,0.765
1059,grape_35.jpg,0.288,1.117,0.896,0.798
1060,grape_350.jpg,0.251,1.204,0.831,0.762
1061,grape_351.jpg,0.243,1.195,0.837,0.771
1062,grape_352.jpg,0.250,1.116,0.896,0.796
1063,grape_353.jpg,0.262,1.257,0.795,0.766
1064,grape_354.jpg,0.268,1.195,0.837,0.774
1065,grape_355.jpg,0.270,1.105,0.905,0.765
1066,grape_356.jpg,0.257,1.111,0.900,0.756
1067,grape_357.jpg,0.262,1.260,0.794,0.774
1068,grape_358.jpg,0.255,1.118,0.895,0.776
1069,grape_359.jpg,0.290,1.132,0.884,0.768
1070,grape_36.jpg,0.270,1.162,0.860,0.804
1071,grape_360.jpg,0.260,1.116,0.896,0.814
1072,grape_361.jpg,0.276,1.202,0.832,0.784
1073,grape_362.jpg,0.257,1.157,0.864,0.817
1074,grape_363.jpg,0.261,1.084,0.923,0.781
1075,grape_364.jpg,0.267,1.256,0.796,0.773
1076,grape_365.jpg,0.278,1.160,0.862,0.786
1077,grape_366.jpg,0.279,1.236,0.809,0.840
1078,grape_367.jpg,0.297,1.225,0.817,0.836
1079,grape_368.jpg,0.309,1.266,0.790,0.862
1080,grape_369.jpg,0.290,1.148,0.871,0.835
1081,grape_37.jpg,0.263,1.212,0.825,0.765
1082,grape_370.jpg,0.295,1.120,0.893,0.840
1083,grape_371.jpg,0.301,1.127,0.887,0.837
1084,grape_372.jpg,0.254,1.175,0.851,0.789
1085,grape_373.jpg,0.362,1.282,0.780,0.847
1086,grape_374.jpg,0.303,1.189,0.841,0.823
1087,grape_375.jpg,0.285,1.231,0.812,0.806
1088,grape_376.jpg,0.296,1.243,0.805,0.828
1089,grape_377.jpg,0.322,1.115,0.897,0.836
1090,grape_378.jpg,0.307,1.196,0.836,0.794
1091,grape_379.jpg,0.294,1.224,0.817,0.838
1092,grape_38.jpg,0.269,1.116,0.896,0.797
1093,grape_380.jpg,0.277,1.231,0.812,0.812
1094,grape_381.jpg,0.290,1.067,0.937,0.831
1095,grape_382.jpg,0.279,1.152,0.868,0.789
1096,grape_383.jpg,0.228,1.161,0.861,0.779
1097,grape_384.jpg,0.261,1.240,0.807,0.778
1098,grape_385.jpg,0.262,1.135,0.881,0.793
1099,grape_386.jpg,0.257,1.193,0.838,0.768
1100,grape_387.jpg,0.302,1.256,0.796,0.802
1101,grape_388.jpg,0.285,1.173,0.852,0.781
1102,grape_389.jpg,0.313,1.230,0.813,0.823
1103,grape_39.jpg,0.264,1.176,0.851,0.805
1104,grape_390.jpg,0.266,1.240,0.806,0.795
1105,grape_4.jpg,0.263,1.261,0.793,0.791
1106,grape_40.jpg,0.276,1.164,0.859,0.795
1107,grape_41.jpg,0.235,1.201,0.832,0.769
1108,grape_42.jpg,0.225,1.179,0.848,0.766
1109,grape_43.jpg,0.251,1.281,0.781,0.781
1110,grape_44.jpg,0.280,1.207,0.829,0.822
1111,grape_45.jpg,0.240,1.110,0.901,0.780
1112,grape_46.jpg,0.222,1.186,0.843,0.776
1113,grape_47.jpg,0.271,1.285,0.778,0.783
1114,grape_48.jpg,0.256,1.217,0.822,0.781
1115,grape_49.jpg,0.276,1.096,0.912,0.794
1116,grape_5.jpg,0.288,1.070,0.935,0.800
1117,grape_50.jpg,0.231,1.239,0.807,0.754
1118,grape_51.jpg,0.283,1.167,0.857,0.806
1119,grape_52.jpg,0.320,1.241,0.806,0.801
1120,grape_53.jpg,0.325,1.255,0.797,0.840
1121,grape_54.jpg,0.350,1.227,0.815,0.825
1122,grape_55.jpg,0.273,1.240,0.807,0.783
1123,grape_56.jpg,0.235,1.241,0.806,0.801
1124,grape_57.jpg,0.258,1.187,0.843,0.785
1125,grape_58.jpg,0.257,1.172,0.853,0.777
1126,grape_59.jpg,0.314,1.276,0.783,0.809
1127,grape_6.jpg,0.264,1.241,0.806,0.773
1128,grape_60.jpg,0.300,1.210,0.827,0.789
1129,grape_61.jpg,0.252,1.177,0.849,0.788
1130,grape_62.jpg,0.225,1.227,0.815,0.739
1131,grape_63.jpg,0.275,1.127,0.887,0.795
1132,grape_64.jpg,0.286,1.172,0.853,0.783
1133,grape_65.jpg,0.255,1.229,0.813,0.758
1134,grape_66.jpg,0.233,1.247,0.802,0.774
1135,grape_67.jpg,0.287,1.168,0.856,0.818
1136,grape_68.jpg,0.341,1.271,0.787,0.829
1137,grape_69.jpg,0.274,1.205,0.830,0.794
1138,grape_7.jpg,0.295,1.223,0.817,0.792
1139,grape_70.jpg,0.265,1.141,0.876,0.764
1140,grape_71.jpg,0.271,1.204,0.830,0.805
1141,grape_72.jpg,0.255,1.158,0.864,0.783
1142,grape_73.jpg,0.269,1.134,0.882,0.776
1143,grape_74.jpg,0.270,1.138,0.879,0.770
1144,grape_75.jpg,0.274,1.148,0.871,0.731
1145,grape_76.jpg,0.318,1.243,0.804,0.801
1146,grape_77.jpg,0.278,1.262,0.792,0.756
1147,grape_78.jpg,0.292,1.168,0.856,0.781
1148,grape_79.jpg,0.262,1.205,0.830,0.750
1149,grape_8.jpg,0.302,1.205,0.830,0.807
1150,grape_80.jpg,0.263,1.287,0.777,0.770
1151,grape_81.jpg,0.244,1.233,0.811,0.768
1152,grape_82.jpg,0.243,1.107,0.903,0.786
1153,grape_83.jpg,0.288,1.211,0.826,0.795
1154,grape_84.jpg,0.239,1.135,0.881,0.793
1155,grape_85.jpg,0.272,1.192,0.839,0.788
1156,grape_86.jpg,0.256,1.148,0.871,0.794
1157,grape_87.jpg,0.232,1.213,0.824,0.767
1158,grape_88.jpg,0.237,1.113,0.898,0.781
1159,grape_89.jpg,0.260,1.173,0.853,0.787
1160,grape_9.jpg,0.273,1.179,0.848,0.778
1161,grape_90.jpg,0.269,1.118,0.894,0.798
1162,grape_91.jpg,0.247,1.254,0.798,0.763
1163,grape_92.jpg,0.273,1.193,0.838,0.784
1164,grape_93.jpg,0.264,1.167,0.857,0.798
1165,grape_94.jpg,0.261,1.161,0.861,0.801
1166,grape_95.jpg,0.268,1.174,0.852,0.781
1167,grape_96.jpg,0.260,1.215,0.823,0.768
1168,grape_97.jpg,0.276,1.197,0.836,0.818
1169,grape_98.jpg,0.244,1.173,0.853,0.743
1170,grape_99.jpg,0.320,1.224,0.817,0.835
1171,poaceae_1.jpg,0.297,5.387,0.186,0.957
1172,poaceae_10.jpg,0.026,53.693,0.019,0.425
1173,poaceae_100.jpg,0.073,32.993,0.030,0.937
1174,poaceae_101.jpg,0.042,55.501,0.018,0.810
1175,poaceae_102.jpg,0.064,32.733,0.031,0.875
1176,poaceae_103.jpg,0.097,18.702,0.053,0.920
1177,poaceae_104.jpg,0.244,8.456,0.118,0.979
1178,poaceae_105.jpg,0.323,4.776,0.209,0.947
1179,poaceae_106.jpg,0.208,8.119,0.123,0.941
1180,poaceae_107.jpg,0.033,83.195,0.012,0.817
1181,poaceae_108.jpg,0.044,62.591,0.016,0.834
1182,poaceae_109.jpg,0.443,3.833,0.261,0.977
1183,poaceae_11.jpg,0.345,4.778,0.209,0.957
1184,poaceae_110.jpg,0.397,4.401,0.227,0.984
1185,poaceae_111.jpg,0.055,31.922,0.031,0.879
1186,poaceae_112.jpg,0.068,27.756,0.036,0.862
1187,poaceae_113.jpg,0.296,6.617,0.151,0.967
1188,poaceae_114.jpg,0.437,3.706,0.270,0.975
1189,poaceae_115.jpg,0.103,20.364,0.049,0.956
1190,poaceae_116.jpg,0.127,16.608,0.060,0.935
1191,poaceae_117.jpg,0.106,20.459,0.049,0.945
1192,poaceae_118.jpg,0.148,14.905,0.067,0.973
1193,poaceae_119.jpg,0.145,11.020,0.091,0.931
1194,poaceae_12.jpg,0.268,7.799,0.128,0.952
1195,poaceae_120.jpg,0.146,11.013,0.091,0.934
1196,poaceae_121.jpg,0.079,26.181,0.038,0.734
1197,poaceae_122.jpg,0.060,29.699,0.034,0.589
1198,poaceae_123.jpg,0.134,19.075,0.052,0.859
1199,poaceae_124.jpg,0.162,14.678,0.068,0.784
1200,poaceae_125.jpg,0.070,31.609,0.032,0.920
1201,poaceae_126.jpg,0.102,22.701,0.044,0.957
1202,poaceae_127.jpg,0.117,17.797,0.056,0.879
1203,poaceae_128.jpg,0.193,10.577,0.095,0.927
1204,poaceae_129.jpg,0.117,17.740,0.056,0.887
1205,poaceae_13.jpg,0.070,35.888,0.028,0.849
1206,poaceae_130.jpg,0.193,10.581,0.095,0.930
1207,poaceae_131.jpg,0.046,61.157,0.016,0.889
1208,poaceae_132.jpg,0.041,63.442,0.016,0.750
1209,poaceae_133.jpg,0.082,25.067,0.040,0.856
1210,poaceae_134.jpg,0.087,24.224,0.041,0.895
1211,poaceae_135.jpg,0.051,47.725,0.021,0.810
1212,poaceae_136.jpg,0.051,47.619,0.021,0.810
1213,poaceae_137.jpg,0.025,98.542,0.010,0.870
1214,poaceae_138.jpg,0.037,60.098,0.017,0.760
1215,poaceae_139.jpg,0.069,28.146,0.036,0.918
1216,poaceae_14.jpg,0.085,25.906,0.039,0.763
1217,poaceae_140.jpg,0.032,73.030,0.014,0.774
1218,poaceae_141.jpg,0.258,6.621,0.151,0.964
1219,poaceae_142.jpg,0.441,3.915,0.255,0.982
1220,poaceae_143.jpg,0.164,15.870,0.063,0.955
1221,poaceae_144.jpg,0.170,15.135,0.066,0.921
1222,poaceae_145.jpg,0.099,23.965,0.042,0.902
1223,poaceae_146.jpg,0.081,26.850,0.037,0.803
1224,poaceae_147.jpg,0.067,29.989,0.033,0.710
1225,poaceae_148.jpg,0.037,44.303,0.023,0.665
1226,poaceae_149.jpg,0.145,17.230,0.058,0.965
1227,poaceae_15.jpg,0.249,7.124,0.140,0.969
1228,poaceae_150.jpg,0.056,43.135,0.023,0.928
1229,poaceae_151.jpg,0.080,28.143,0.036,0.868
1230,poaceae_152.jpg,0.070,31.678,0.032,0.900
1231,poaceae_153.jpg,0.111,19.134,0.052,0.944
1232,poaceae_154.jpg,0.077,22.070,0.045,0.899
1233,poaceae_155.jpg,0.280,5.364,0.186,0.950
1234,poaceae_156.jpg,0.308,5.713,0.175,0.973
1235,poaceae_157.jpg,0.439,4.199,0.238,0.976
1236,poaceae_158.jpg,0.338,5.969,0.168,0.976
1237,poaceae_159.jpg,0.118,15.601,0.064,0.952
1238,poaceae_16.jpg,0.242,7.197,0.139,0.968
1239,poaceae_160.jpg,0.092,15.533,0.064,0.932
1240,poaceae_161.jpg,0.036,54.610,0.018,0.674
1241,poaceae_162.jpg,0.025,74.207,0.013,0.605
1242,poaceae_163.jpg,0.344,5.609,0.178,0.973
1243,poaceae_164.jpg,0.224,7.920,0.126,0.920
1244,poaceae_165.jpg,0.136,17.236,0.058,0.891
1245,poaceae_166.jpg,0.096,20.865,0.048,0.807
1246,poaceae_167.jpg,0.161,14.072,0.071,0.935
1247,poaceae_168.jpg,0.160,14.923,0.067,0.927
1248,poaceae_169.jpg,0.189,10.527,0.095,0.962
1249,poaceae_17.jpg,0.203,10.293,0.097,0.955
1250,poaceae_170.jpg,0.158,10.698,0.093,0.936
1251,poaceae_171.jpg,0.071,31.882,0.031,0.826
1252,poaceae_172.jpg,0.061,37.709,0.027,0.873
1253,poaceae_173.jpg,0.372,4.727,0.212,0.958
1254,poaceae_174.jpg,0.446,4.051,0.247,0.968
1255,poaceae_175.jpg,0.320,6.258,0.160,0.960
1256,poaceae_176.jpg,0.315,5.804,0.172,0.959
1257,poaceae_177.jpg,0.541,2.624,0.381,0.968
1258,poaceae_178.jpg,0.611,2.059,0.486,0.957
1259,poaceae_179.jpg,0.086,23.261,0.043,0.871
1260,poaceae_18.jpg,0.140,15.845,0.063,0.936
1261,poaceae_180.jpg,0.103,18.884,0.053,0.904
1262,poaceae_181.jpg,0.163,11.453,0.087,0.951
1263,poaceae_182.jpg,0.181,10.476,0.095,0.952
1264,poaceae_183.jpg,0.228,7.342,0.136,0.952
1265,poaceae_184.jpg,0.316,5.100,0.196,0.955
1266,poaceae_185.jpg,0.135,18.244,0.055,0.910
1267,poaceae_186.jpg,0.156,14.458,0.069,0.909
1268,poaceae_187.jpg,0.266,7.424,0.135,0.955
1269,poaceae_188.jpg,0.308,6.109,0.164,0.960
1270,poaceae_189.jpg,0.396,4.164,0.240,0.975
1271,poaceae_19.jpg,0.100,18.365,0.054,0.914
1272,poaceae_190.jpg,0.421,3.892,0.257,0.970
1273,poaceae_191.jpg,0.170,9.604,0.104,0.942
1274,poaceae_192.jpg,0.171,9.617,0.104,0.940
1275,poaceae_193.jpg,0.079,30.385,0.033,0.848
1276,poaceae_194.jpg,0.127,16.429,0.061,0.961
1277,poaceae_195.jpg,0.406,3.547,0.282,0.952
1278,poaceae_196.jpg,0.481,3.125,0.320,0.980
1279,poaceae_197.jpg,0.072,26.670,0.037,0.892
1280,poaceae_198.jpg,0.091,18.408,0.054,0.745
1281,poaceae_199.jpg,0.022,84.935,0.012,0.538
1282,poaceae_2.jpg,0.295,5.715,0.175,0.956
1283,poaceae_20.jpg,0.044,49.181,0.020,0.815
1284,poaceae_200.jpg,0.068,34.072,0.029,0.861
1285,poaceae_201.jpg,0.536,2.558,0.391,0.971
1286,poaceae_202.jpg,0.536,2.478,0.404,0.964
1287,poaceae_203.jpg,0.076,29.058,0.034,0.813
1288,poaceae_204.jpg,0.058,38.787,0.026,0.825
1289,poaceae_205.jpg,0.300,5.378,0.186,0.937
1290,poaceae_206.jpg,0.298,5.472,0.183,0.955
1291,poaceae_207.jpg,0.054,35.441,0.028,0.709
1292,poaceae_208.jpg,0.065,24.344,0.041,0.600
1293,poaceae_209.jpg,0.211,9.726,0.103,0.873
1294,poaceae_21.jpg,0.100,22.520,0.044,0.903
1295,poaceae_210.jpg,0.074,32.596,0.031,0.794
1296,poaceae_211.jpg,0.094,19.766,0.051,0.930
1297,poaceae_212.jpg,0.112,16.723,0.060,0.887
1298,poaceae_213.jpg,0.207,8.124,0.123,0.943
1299,poaceae_214.jpg,0.310,5.501,0.182,0.974
1300,poaceae_215.jpg,0.294,6.267,0.160,0.975
1301,poaceae_216.jpg,0.304,5.897,0.170,0.976
1302,poaceae_217.jpg,0.038,62.513,0.016,0.795
1303,poaceae_218.jpg,0.038,62.881,0.016,0.789
1304,poaceae_219.jpg,0.231,10.234,0.098,0.891
1305,poaceae_22.jpg,0.154,13.301,0.075,0.902
1306,poaceae_220.jpg,0.252,9.180,0.109,0.900
1307,poaceae_221.jpg,0.418,5.041,0.198,0.972
1308,poaceae_222.jpg,0.427,4.291,0.233,0.980
1309,poaceae_223.jpg,0.045,55.655,0.018,0.776
1310,poaceae_224.jpg,0.027,83.519,0.012,0.655
1311,poaceae_225.jpg,0.446,3.182,0.314,0.934
1312,poaceae_226.jpg,0.384,3.977,0.251,0.950
1313,poaceae_227.jpg,0.146,15.216,0.066,0.968
1314,poaceae_228.jpg,0.066,33.063,0.030,0.870
1315,poaceae_229.jpg,0.064,38.079,0.026,0.902
1316,poaceae_23.jpg,0.098,21.375,0.047,0.863
1317,poaceae_230.jpg,0.053,32.801,0.030,0.791
1318,poaceae_231.jpg,0.073,28.990,0.034,0.790
1319,poaceae_232.jpg,0.073,29.045,0.034,0.788
1320,poaceae_233.jpg,0.047,46.299,0.022,0.674
1321,poaceae_234.jpg,0.021,95.731,0.010,0.658
1322,poaceae_235.jpg,0.032,49.465,0.020,0.525
1323,poaceae_236.jpg,0.039,47.482,0.021,0.725
1324,poaceae_237.jpg,0.090,25.088,0.040,0.924
1325,poaceae_238.jpg,0.071,26.557,0.038,0.884
1326,poaceae_239.jpg,0.037,60.972,0.016,0.756
1327,poaceae_24.jpg,0.081,21.201,0.047,0.915
1328,poaceae_240.jpg,0.049,50.934,0.020,0.786
1329,poaceae_241.jpg,0.061,34.689,0.029,0.854
1330,poaceae_242.jpg,0.061,34.683,0.029,0.853
1331,poaceae_243.jpg,0.078,29.105,0.034,0.898
1332,poaceae_244.jpg,0.097,23.470,0.043,0.879
1333,poaceae_245.jpg,0.433,2.924,0.342,0.946
1334,poaceae_246.jpg,0.292,5.089,0.197,0.938
1335,poaceae_247.jpg,0.354,4.337,0.231,0.949
1336,poaceae_248.jpg,0.424,3.609,0.277,0.964
1337,poaceae_249.jpg,0.233,10.097,0.099,0.922
1338,poaceae_25.jpg,0.121,19.685,0.051,0.908
1339,poaceae_250.jpg,0.235,8.345,0.120,0.905
1340,poaceae_251.jpg,0.079,32.106,0.031,0.809
1341,poaceae_252.jpg,0.077,29.440,0.034,0.713
1342,poaceae_253.jpg,0.052,47.134,0.021,0.848
1343,poaceae_254.jpg,0.082,29.973,0.033,0.849
1344,poaceae_255.jpg,0.122,17.385,0.058,0.953
1345,poaceae_256.jpg,0.166,12.829,0.078,0.945
1346,poaceae_257.jpg,0.086,25.649,0.039,0.887
1347,poaceae_258.jpg,0.106,19.876,0.050,0.933
1348,poaceae_259.jpg,0.294,6.273,0.159,0.971
1349,poaceae_26.jpg,0.149,13.731,0.073,0.907
1350,poaceae_260.jpg,0.371,4.173,0.240,0.973
1351,poaceae_261.jpg,0.054,47.266,0.021,0.837
1352,poaceae_262.jpg,0.045,39.398,0.025,0.599
1353,poaceae_263.jpg,0.059,34.991,0.029,0.816
1354,poaceae_264.jpg,0.044,46.648,0.021,0.774
1355,poaceae_265.jpg,0.075,31.599,0.032,0.847
1356,poaceae_266.jpg,0.184,12.058,0.083,0.866
1357,poaceae_267.jpg,0.353,4.838,0.207,0.975
1358,poaceae_268.jpg,0.313,5.780,0.173,0.981
1359,poaceae_269.jpg,0.100,17.595,0.057,0.866
1360,poaceae_27.jpg,0.021,105.622,0.009,0.650
1361,poaceae_270.jpg,0.054,40.310,0.025,0.914
1362,poaceae_271.jpg,0.096,16.372,0.061,0.895
1363,poaceae_272.jpg,0.090,17.094,0.059,0.900
1364,poaceae_273.jpg,0.023,66.806,0.015,0.463
1365,poaceae_274.jpg,0.052,48.398,0.021,0.877
1366,poaceae_275.jpg,0.185,10.770,0.093,0.916
1367,poaceae_276.jpg,0.330,5.875,0.170,0.955
1368,poaceae_277.jpg,0.121,17.363,0.058,0.917
1369,poaceae_278.jpg,0.134,14.448,0.069,0.960
1370,poaceae_279.jpg,0.330,4.607,0.217,0.967
1371,poaceae_28.jpg,0.027,80.844,0.012,0.726
1372,poaceae_280.jpg,0.550,2.141,0.467,0.952
1373,poaceae_281.jpg,0.079,26.833,0.037,0.821
1374,poaceae_282.jpg,0.072,28.942,0.035,0.834
1375,poaceae_283.jpg,0.097,13.118,0.076,0.778
1376,poaceae_284.jpg,0.066,23.906,0.042,0.833
1377,poaceae_285.jpg,0.280,6.177,0.162,0.958
1378,poaceae_286.jpg,0.277,5.869,0.170,0.949
1379,poaceae_287.jpg,0.015,154.401,0.006,0.661
1380,poaceae_288.jpg,0.014,153.403,0.007,0.538
1381,poaceae_289.jpg,0.037,62.811,0.016,0.723
1382,poaceae_29.jpg,0.330,4.822,0.207,0.935
1383,poaceae_290.jpg,0.025,90.219,0.011,0.696
1384,poaceae_291.jpg,0.206,10.992,0.091,0.914
1385,poaceae_292.jpg,0.176,11.194,0.089,0.937
1386,poaceae_293.jpg,0.123,13.401,0.075,0.899
1387,poaceae_294.jpg,0.126,12.913,0.077,0.813
1388,poaceae_295.jpg,0.076,24.374,0.041,0.611
1389,poaceae_296.jpg,0.128,19.681,0.051,0.875
1390,poaceae_297.jpg,0.177,11.751,0.085,0.954
1391,poaceae_298.jpg,0.142,15.622,0.064,0.933
1392,poaceae_299.jpg,0.115,14.852,0.067,0.779
1393,poaceae_3.jpg,0.061,35.359,0.028,0.765
1394,poaceae_30.jpg,0.622,2.296,0.436,0.962
1395,poaceae_300.jpg,0.072,29.803,0.034,0.811
1396,poaceae_301.jpg,0.133,18.308,0.055,0.920
1397,poaceae_302.jpg,0.088,24.319,0.041,0.862
1398,poaceae_303.jpg,0.242,6.462,0.155,0.939
1399,poaceae_304.jpg,0.242,6.506,0.154,0.939
1400,poaceae_305.jpg,0.122,17.728,0.056,0.946
1401,poaceae_306.jpg,0.132,15.417,0.065,0.956
1402,poaceae_307.jpg,0.523,3.397,0.294,0.986
1403,poaceae_308.jpg,0.396,4.511,0.222,0.977
1404,poaceae_309.jpg,0.026,73.808,0.014,0.488
1405,poaceae_31.jpg,0.246,7.528,0.133,0.967
1406,poaceae_310.jpg,0.022,121.735,0.008,0.619
1407,poaceae_311.jpg,0.048,38.616,0.026,0.890
1408,poaceae_312.jpg,0.048,38.443,0.026,0.888
1409,poaceae_313.jpg,0.178,12.641,0.079,0.961
1410,poaceae_314.jpg,0.077,23.018,0.043,0.777
1411,poaceae_315.jpg,0.150,14.423,0.069,0.935
1412,poaceae_316.jpg,0.145,15.950,0.063,0.946
1413,poaceae_317.jpg,0.043,49.239,0.020,0.787
1414,poaceae_318.jpg,0.028,88.373,0.011,0.778
1415,poaceae_319.jpg,0.053,46.426,0.022,0.666
1416,poaceae_32.jpg,0.263,6.420,0.156,0.958
1417,poaceae_320.jpg,0.033,61.022,0.016,0.602
1418,poaceae_321.jpg,0.054,37.549,0.027,0.870
1419,poaceae_322.jpg,0.047,38.250,0.026,0.787
1420,poaceae_323.jpg,0.444,3.583,0.279,0.981
1421,poaceae_324.jpg,0.471,3.243,0.308,0.981
1422,poaceae_325.jpg,0.096,22.575,0.044,0.857
1423,poaceae_326.jpg,0.091,24.556,0.041,0.931
1424,poaceae_327.jpg,0.107,16.508,0.061,0.931
1425,poaceae_328.jpg,0.127,14.062,0.071,0.935
1426,poaceae_329.jpg,0.374,3.792,0.264,0.941
1427,poaceae_33.jpg,0.246,7.535,0.133,0.965
1428,poaceae_330.jpg,0.323,4.812,0.208,0.962
1429,poaceae_331.jpg,0.095,23.358,0.043,0.852
1430,poaceae_332.jpg,0.091,27.110,0.037,0.814
1431,poaceae_333.jpg,0.099,21.221,0.047,0.898
1432,poaceae_334.jpg,0.098,20.844,0.048,0.899
1433,poaceae_335.jpg,0.042,47.599,0.021,0.741
1434,poaceae_336.jpg,0.041,42.831,0.023,0.686
1435,poaceae_337.jpg,0.061,33.232,0.030,0.839
1436,poaceae_338.jpg,0.017,86.792,0.012,0.476
1437,poaceae_339.jpg,0.175,11.674,0.086,0.946
1438,poaceae_34.jpg,0.264,6.418,0.156,0.959
1439,poaceae_340.jpg,0.096,20.271,0.049,0.859
1440,poaceae_341.jpg,0.196,10.998,0.091,0.963
1441,poaceae_342.jpg,0.147,13.225,0.076,0.934
1442,poaceae_343.jpg,0.206,11.595,0.086,0.922
1443,poaceae_344.jpg,0.283,7.924,0.126,0.961
1444,poaceae_345.jpg,0.040,50.644,0.020,0.689
1445,poaceae_346.jpg,0.069,28.424,0.035,0.825
1446,poaceae_347.jpg,0.042,47.308,0.021,0.652
1447,poaceae_348.jpg,0.051,42.897,0.023,0.695
1448,poaceae_349.jpg,0.188,9.324,0.107,0.945
1449,poaceae_35.jpg,0.109,19.579,0.051,0.913
1450,poaceae_350.jpg,0.221,8.073,0.124,0.969
1451,poaceae_351.jpg,0.058,35.699,0.028,0.909
